"mun","uf","total","agropecuaria","industria","servicos","adm","s_agropecuaria","s_industria","s_servicos","s_adm"
"Saudades ","SC",229169,51133,79251,61855,36931,0.223123546378437,0.345819024388115,0.269909979098395,0.161151813726988
"Schroeder ","SC",365032,12159,147236,130080,75557,0.0333094084902146,0.40335093909575,0.356352319796621,0.206987332617414
"Seara ","SC",706722,97734,290543,247988,70457,0.138292001664021,0.411113563749254,0.350898939045339,0.0996954955413868
"Serra Alta ","SC",95481,46671,10260,23149,15401,0.488798818613127,0.107455933641248,0.242446141117081,0.161299106628544
"Siderópolis ","SC",448367,17287,259869,118187,53023,0.0385554690688655,0.579589934138775,0.263594332321513,0.118258034155056
"Sombrio ","SC",565298,93864,97615,263516,110304,0.166043396580211,0.17267883488001,0.466154134633415,0.19512540288485
"Sul Brasil ","SC",68978,45905,3272,7197,12604,0.665502044130012,0.0474354141900316,0.104337614891705,0.182724926788251
"Taió ","SC",446132,68740,115327,190223,71843,0.154079958397963,0.258504209516466,0.426382774604825,0.161035298969812
"Tangará ","SC",318486,67313,117808,94970,38395,0.211353089303768,0.369900089799866,0.29819207123704,0.120554749659326
"Tigrinhos ","SC",29151,11621,1834,4759,10938,0.398648416863916,0.062913793694899,0.163253404685946,0.37521868889575
"Tijucas ","SC",1196928,44750,411180,595538,145460,0.0373873783552561,0.343529435354508,0.497555408512459,0.121527777777778
"Timbé do Sul ","SC",86184,31856,4885,27208,22234,0.369627773136545,0.056681054488072,0.315696649029982,0.257982920263622
"Timbó ","SC",1474759,9888,661626,629493,173753,0.00670482431366752,0.448633302119194,0.426844657330452,0.117817894313579
"Timbó Grande ","SC",163725,47326,53461,30973,31965,0.289057871430753,0.326529241105512,0.189176973583753,0.195235913879982
"Três Barras ","SC",746642,40229,465848,160957,79608,0.053879904961146,0.623924183209624,0.215574532372944,0.106621379456286
"Treviso ","SC",240642,9021,156060,53912,21650,0.0374872216820007,0.648515221781734,0.22403404227026,0.089967669816574
"Treze de Maio ","SC",106642,23807,20715,34703,27417,0.223242249770259,0.194248044860374,0.325415877421654,0.257093827947713
"Treze Tílias ","SC",443138,26194,234029,149335,33580,0.0591102545933772,0.528117651837577,0.336994344876765,0.075777748692281
"Trombudo Central ","SC",203649,22949,87074,62723,30903,0.112688989388605,0.427569003530584,0.307995619914657,0.151746387166154
"Tubarão ","SC",2867405,44459,708200,1732786,381960,0.0155049600597056,0.246982899171899,0.604304588992486,0.133207551775909
"Tunápolis ","SC",95988,39109,7907,28482,20490,0.407436346209943,0.0823748801933575,0.296724590573822,0.213464183022878
"Turvo ","SC",434117,64696,150011,171682,47728,0.149028948417132,0.345554309091789,0.395474031194355,0.109942711296724
"União do Oeste ","SC",50148,19907,2594,13922,13725,0.396964983648401,0.0517268884103055,0.277618249980059,0.273689877961235
"Urubici ","SC",207752,66201,11526,85307,44719,0.31865397204359,0.0554796103045939,0.41061939235242,0.215251838730794
"Urupema ","SC",47457,20785,2302,11861,12509,0.437975430389616,0.0485070695577049,0.249931516952188,0.263585983100491
"Urussanga ","SC",647480,28228,340177,188914,90161,0.0435967134119973,0.525386112312349,0.29176808550071,0.139249088774943
"Vargeão ","SC",103266,32423,17311,36666,16866,0.313975558267,0.167635039606453,0.355063622102144,0.163325780024403
"Vargem ","SC",106380,18323,56962,16472,14623,0.172241022748637,0.535457792818199,0.154841135551795,0.137460048881369
"Vargem Bonita ","SC",285145,22589,173956,64338,24263,0.0792193445440039,0.61006154763366,0.225632572901506,0.0850900419085027
"Vidal Ramos ","SC",223741,49871,78814,66410,28646,0.222896116491837,0.352255509718827,0.296816408257762,0.128031965531574
"Videira ","SC",1863331,101387,677273,878144,206527,0.0544116960432687,0.363474337087721,0.471276439881052,0.110837526987959
"Vitor Meireles ","SC",90163,31748,10508,26695,21212,0.35211783103934,0.116544480551889,0.296074886594279,0.235262801814492
"Witmarsum ","SC",90737,26567,21911,24920,17338,0.292791253843526,0.241478118077521,0.274639893318051,0.19107971389841
"Xanxerê ","SC",1200320,72725,257050,687623,182922,0.0605880098640363,0.214151226339643,0.572866402292722,0.152394361503599
"Xavantina ","SC",164956,51297,56069,38877,18713,0.310973835447028,0.339902761948641,0.235681030092873,0.113442372511458
"Xaxim ","SC",738699,77014,263112,286367,112205,0.104256266760886,0.356182964915344,0.38766398763231,0.151895426960101
"Zortéa ","SC",58276,20000,2509,19364,16402,0.343194453977624,0.0430537442514929,0.332280870341135,0.281453771707049
"Balneário Rincão ","SC",173599,6375,17044,103704,46476,0.0367225617659088,0.0981802890569646,0.597376712999499,0.267720436177628
"Aceguá ","RS",230093,125636,10873,66150,27435,0.546022695171083,0.0472548056655352,0.287492448705523,0.119234396526622
"Água Santa ","RS",240698,75810,12463,131698,20727,0.314958994258365,0.0517785773043399,0.547150371004329,0.0861120574329658
"Agudo ","RS",393100,110017,76887,135110,71087,0.279870262019842,0.195591452556601,0.343703892139405,0.180836937166115
"Ajuricaba ","RS",221281,78258,17231,94398,31395,0.35365892236568,0.0778693154857398,0.426597855215766,0.141878426073635
"Alecrim ","RS",90198,25560,3007,33817,27814,0.283376571542606,0.0333377680214639,0.374919621277634,0.308366039158296
"Alegrete ","RS",1712267,407681,205495,767480,331610,0.23809429253732,0.120013409123694,0.448224488353744,0.193667225964175
"Alegria ","RS",84864,28987,4054,31132,20691,0.34157004147813,0.0477705505279035,0.366845776772247,0.243813631221719
"Almirante Tamandaré do Sul ","RS",115026,64120,5459,32636,12810,0.55743918766192,0.0474588353937371,0.283727157338341,0.111366125919357
"Alpestre ","RS",530040,44366,410963,37223,37488,0.083703116745906,0.775343370311675,0.0702267753377104,0.0707267376047091
"Alto Alegre ","RS",53156,22898,2523,16688,11047,0.430769809616976,0.0474640680261871,0.313943863345624,0.207822259011212
"Alto Feliz ","RS",70560,20097,18806,15896,15761,0.284821428571429,0.266524943310658,0.225283446712018,0.223370181405896
"Alvorada ","RS",2151738,1230,339638,1053310,757560,0.00057163093276226,0.157843566456511,0.489515916900664,0.352068885710063
"Amaral Ferrador ","RS",84289,35380,2818,17286,28805,0.419746348871146,0.0334325950005339,0.205080140943658,0.341740915184662
"Ametista do Sul ","RS",82043,11876,13293,24613,32261,0.14475336104238,0.16202479187743,0.30000121887303,0.39322062820716
"André da Rocha ","RS",103818,78480,2718,13822,8797,0.755938276599434,0.0261804311391088,0.133136835616174,0.0847348244042459
"Anta Gorda ","RS",158800,58929,12249,59774,27848,0.371089420654912,0.0771347607052897,0.376410579345088,0.17536523929471
"Antônio Prado ","RS",420496,53485,133785,175662,57563,0.127195026825463,0.318159982496861,0.417749514858643,0.136893097675127
"Arambaré ","RS",126846,69597,8515,28720,20014,0.548673194267064,0.0671286441827097,0.226416284313262,0.157781877236965
"Araricá ","RS",123594,1260,44774,50852,26707,0.0101946696441575,0.362266776704371,0.411443921225949,0.216086541417868
"Aratiba ","RS",919785,55551,772496,53445,38293,0.0603956359366591,0.839865838212191,0.0581059704169996,0.0416325554341504
"Arroio do Meio ","RS",817194,48591,391735,295025,81843,0.059460788992577,0.479365976744812,0.361021984987653,0.100151249274958
"Arroio do Sal ","RS",171337,2372,17021,104166,47778,0.0138440617029597,0.0993422319755803,0.607959751834105,0.278853954487355
"Arroio do Padre ","RS",42858,16931,1512,8502,15914,0.395048765691353,0.0352792944141117,0.19837603247935,0.371319240281861
"Arroio dos Ratos ","RS",214893,36890,23320,93524,61159,0.171666829538421,0.108519123470751,0.435211942687756,0.284602104303072
"Arroio do Tigre ","RS",282308,102141,21537,103868,54761,0.361806962608215,0.0762890176686456,0.367924394632812,0.193976082859855
"Arroio Grande ","RS",491875,249138,30532,131951,80254,0.506506734434562,0.0620726810673443,0.26826124523507,0.163159339263024
"Arvorezinha ","RS",210021,65522,19763,82695,42041,0.311978325976926,0.094100113798144,0.393746339651749,0.200175220573181
"Augusto Pestana ","RS",244952,84323,13465,116056,31109,0.344242953721545,0.0549699532969725,0.473790783500441,0.127000391913518
"Áurea ","RS",84767,31270,5125,30664,17709,0.368893555275048,0.0604598487619003,0.361744546816568,0.208913846190145
"Bagé ","RS",2359502,183033,342525,1322726,511217,0.0775727250919897,0.14516834484565,0.560595413777992,0.216663092466122
"Balneário Pinhal ","RS",175018,3609,12145,100856,58408,0.0206207361528528,0.0693928624484339,0.576260727468032,0.333725673930681
"Barão ","RS",168736,36912,71360,34810,25655,0.218755926417599,0.422909159871041,0.206298596624313,0.152042243504646
"Barão de Cotegipe ","RS",154674,49702,17726,59457,27788,0.321333902271875,0.114602324889768,0.384402032662244,0.179655274965411
"Barão do Triunfo ","RS",94384,39757,7608,14972,32048,0.421226055263604,0.0806068825224614,0.158628581115443,0.339549076114596
"Barracão ","RS",163679,83417,9760,44072,26430,0.509637766604146,0.0596289078012451,0.269258732030377,0.161474593564232
"Barra do Guarita ","RS",37108,9122,2796,9473,15716,0.245823003126011,0.0753476339333836,0.255281879918077,0.4235205346556
"Barra do Quaraí ","RS",177953,113301,8873,33025,22753,0.636690586840346,0.0498614802785005,0.185582710041415,0.12785960337842
"Barra do Ribeiro ","RS",271283,95623,25278,97773,52609,0.352484306056775,0.0931794472930482,0.360409609153541,0.193926637496636
"Barra do Rio Azul ","RS",41212,23156,1225,5984,10847,0.561875181985829,0.0297243521304474,0.14520042706008,0.263200038823644
"Barra Funda ","RS",96987,19485,33309,29464,14730,0.200903213832782,0.343437780321074,0.303793291884479,0.151876024621857
"Barros Cassal ","RS",154441,59263,6937,42238,46002,0.383725824101113,0.0449168290803608,0.273489552644699,0.297861319209277
"Benjamin Constant do Sul ","RS",26312,8355,1246,5223,11488,0.317535725144421,0.0473548190939495,0.19850258437215,0.43660687138948
"Bento Gonçalves ","RS",4497006,73577,1620637,2310523,492269,0.0163613301827927,0.360381329266628,0.513791398099091,0.109465942451489
"Boa Vista das Missões ","RS",114450,67620,4314,29469,13048,0.590825688073395,0.0376933158584535,0.257483617300131,0.114006116207951
"Boa Vista do Buricá ","RS",159080,37557,19929,71348,30245,0.23608876037214,0.12527659039477,0.448503897410108,0.190124465677646
"Boa Vista do Cadeado ","RS",172499,107329,6321,42707,16143,0.622200708409904,0.036643690688062,0.247578246830416,0.0935831512066737
"Boa Vista do Incra ","RS",136539,85591,4507,29969,16471,0.626861189843195,0.0330088839086268,0.219490402009682,0.120632200323717
"Boa Vista do Sul ","RS",66072,25433,13064,11946,15629,0.384928562779998,0.197723695362635,0.180802760624773,0.236544981232595
"Bom Jesus ","RS",270716,99761,30289,88378,52288,0.368507956677847,0.111884779621448,0.326460201835134,0.193147061865571
"Bom Princípio ","RS",410799,20353,146648,186645,57152,0.0495449112583039,0.356982368506252,0.454346286139937,0.139123999814995
"Bom Progresso ","RS",45884,15997,1881,14511,13495,0.34864004881876,0.0409946822421759,0.316254031906547,0.294111237032517
"Bom Retiro do Sul ","RS",212261,17114,62628,82997,49523,0.0806271524208404,0.295051846547411,0.391013893272905,0.23331181893989
"Boqueirão do Leão ","RS",99097,38273,5969,24154,30701,0.386217544426168,0.0602339122274135,0.243740981058962,0.309807562287456
"Bossoroca ","RS",224447,110117,7500,71983,34846,0.4906147108226,0.0334154611110864,0.320712684954577,0.155252687716922
"Bozano ","RS",87578,37960,3134,33791,12692,0.433442188677522,0.0357852428692137,0.385838909315125,0.144922240745393
"Braga ","RS",67650,22354,2330,24770,18195,0.330436067997044,0.0344419807834442,0.366149297856615,0.268957871396896
"Brochier ","RS",77039,21808,6050,26484,22698,0.283077402354652,0.0785316527992316,0.343773932683446,0.29462999260115
"Butiá ","RS",389565,94594,65439,143268,86264,0.242819555144841,0.167979669631512,0.367764044511186,0.221436730712461
"Caçapava do Sul ","RS",674918,97329,123034,306587,147968,0.1442086297891,0.182294738027434,0.454258146915625,0.21923848526784
"Cacequi ","RS",299863,134643,13821,90911,60488,0.449015050206261,0.0460910482453654,0.303175116636597,0.201718784911776
"Cachoeira do Sul ","RS",1976347,441088,269483,922313,343463,0.223183479419353,0.136354091665077,0.466675639449955,0.173786789465615
"Cachoeirinha ","RS",3897174,886,1047008,2291203,558077,0.00022734422430202,0.268658263654638,0.587913960218353,0.143200431902707
"Cacique Doble ","RS",84383,37356,4573,20419,22035,0.442695803657135,0.0541933801832123,0.241980019672209,0.261130796487444
"Caibaté ","RS",128646,41999,7355,54296,24996,0.326469536557685,0.0571723955661272,0.422057428913452,0.194300638962735
"Caiçara ","RS",80433,34370,3136,19163,23765,0.427312172864372,0.0389889721880323,0.238247982793132,0.295463304862432
"Camaquã ","RS",1545372,273769,239996,766518,265088,0.177154109172419,0.155299824249436,0.496008727995589,0.171536691489169
"Camargo ","RS",140651,43364,28309,54322,14656,0.308309219273237,0.201271231630063,0.386218370292426,0.104201178804274
"Cambará do Sul ","RS",123297,35729,23106,35648,28815,0.289779962205082,0.187401153312733,0.289123011914321,0.233703983065281
"Campestre da Serra ","RS",104574,46520,18009,22438,17608,0.444852448983495,0.172212978369384,0.214565762044103,0.168378373209402
"Campina das Missões ","RS",116999,42582,5532,41763,27122,0.363951828648108,0.0472824554056018,0.356951768818537,0.231813947127753
"Campinas do Sul ","RS",165852,54707,8928,76234,25983,0.329854327955044,0.0538311265465596,0.459650772978318,0.156663772520078
"Campo Bom ","RS",2053924,1954,816151,949124,286696,0.00095134970914211,0.397361830330626,0.462102784718422,0.139584522114742
"Campo Novo ","RS",159746,44913,14403,75032,25398,0.281152579720306,0.0901618819876554,0.469695641831407,0.158989896460631
"Campos Borges ","RS",76986,29066,3819,26262,17840,0.377549164783207,0.0496064219468475,0.341126958148235,0.231730444496402
"Candelária ","RS",622259,168973,89159,240574,123552,0.271547699591328,0.143282780964197,0.386613934069254,0.198553978327352
"Cândido Godói ","RS",171670,51540,18491,71630,30009,0.300227180054756,0.107712471602493,0.417254033902254,0.174806314440496
"Candiota ","RS",245986,36311,81648,73432,54596,0.147614091858886,0.331921328856114,0.298521054043726,0.221947590513281
"Canela ","RS",832752,8187,150993,489544,184029,0.00983125828578016,0.181318087497838,0.587862893154264,0.220988961899821
"Canguçu ","RS",898870,274665,41306,360808,222092,0.305566989664801,0.0459532524169235,0.40140175998754,0.247079110438662
"Canoas ","RS",14122827,5862,5487395,7130077,1499492,0.00041507270463626,0.388547916079408,0.504861880698532,0.106175059710071
"Canudos do Vale ","RS",39115,20460,938,6871,10845,0.523072989901572,0.0239805701137671,0.175661510929311,0.277259363415569
"Capão Bonito do Sul ","RS",112687,70161,8471,21340,12716,0.62261840318759,0.0751728238394846,0.189374107039854,0.112843540071171
"Capão da Canoa ","RS",1112999,1476,189622,687140,234762,0.00132614674406716,0.170370323782861,0.617377014714299,0.210927413232177
"Capão do Cipó ","RS",230205,140916,8373,60386,20530,0.612132664364371,0.0363719293673031,0.262314024456463,0.0891813818118633
"Capão do Leão ","RS",483840,62492,174605,137932,108812,0.129158399470899,0.360873429232804,0.285077711640212,0.224892526455026
"Capivari do Sul ","RS",185194,63705,25409,73601,22479,0.3439906260462,0.137202069181507,0.397426482499433,0.12138082227286
"Capela de Santana ","RS",161058,23866,35171,55391,46630,0.148182642277937,0.218374746985558,0.343919581765575,0.28952302897093
"Capitão ","RS",58822,29996,4700,9101,15025,0.509945258576723,0.0799020774540138,0.154721022746591,0.255431641222672
"Carazinho ","RS",2129481,121527,254449,1477706,275799,0.0570688350823511,0.119488739274969,0.693927769254574,0.129514656388106
"Caraá ","RS",86817,32613,5110,16784,32310,0.375652234009468,0.0588594399714342,0.193326191874863,0.372162134144234
"Carlos Barbosa ","RS",1442187,41668,761574,519483,119463,0.0288922310352264,0.528068828799594,0.360205021956237,0.0828346116002987
"Carlos Gomes ","RS",29848,13876,1357,5050,9566,0.464888769766819,0.0454636826588046,0.169190565532029,0.320490485124631
"Casca ","RS",333861,80228,52060,162640,38932,0.240303599402146,0.155933157811185,0.487148843380928,0.116611404147235
"Caseiros ","RS",95076,36803,4233,38046,15993,0.38709032773781,0.0445222769153099,0.400164079262905,0.168212798182507
"Catuípe ","RS",284995,115347,11892,117981,39776,0.404733416375726,0.0417270478429446,0.413975683783926,0.139567360830892
"Caxias do Sul ","RS",17477011,204213,5624756,9496564,2151478,0.0116846639279451,0.321837412587313,0.543374607934961,0.123103315549781
"Centenário ","RS",59997,27748,2799,14486,14964,0.462489791156224,0.0466523326166308,0.241445405603614,0.249412470623531
"Cerrito ","RS",84590,31128,3635,22113,27714,0.367986759664263,0.0429719825038421,0.261413878709067,0.327627379122828
"Cerro Branco ","RS",65993,24856,2059,16109,22969,0.37664600790993,0.0312002788174503,0.244101647144394,0.348052066128226
"Cerro Grande ","RS",45637,23727,1197,7162,13550,0.519907092928983,0.0262287179262441,0.156934066656441,0.296908210443281
"Cerro Grande do Sul ","RS",144069,47076,7813,44198,44982,0.326760094121567,0.0542309587766973,0.306783555102069,0.312225391999667
"Cerro Largo ","RS",488135,40753,44284,342997,60100,0.0834871500711893,0.0907208046954224,0.702668319214971,0.123121677404816
"Chapada ","RS",368495,159639,26411,140397,42048,0.433218903919999,0.071672614282419,0.381001099065116,0.114107382732466
"Charqueadas ","RS",955539,30963,427710,330468,166397,0.032403700947842,0.447611243497126,0.345844596609871,0.174139412415401
"Charrua ","RS",68888,36275,2728,13260,16624,0.526579375217745,0.0396005109743352,0.192486354662641,0.24131924282894
"Chiapetta ","RS",174246,101432,6899,45049,20867,0.582119532155688,0.039593448343147,0.25853678133214,0.119755977181686
"Chuí ","RS",161255,18766,7639,107727,27124,0.116374686056246,0.0473721745062169,0.668053703761124,0.168205637034511
"Chuvisca ","RS",93475,49467,3179,17227,23602,0.529200320941428,0.0340090933404654,0.184295266113934,0.252495319604172
"Cidreira ","RS",227014,10301,16521,126224,73967,0.0453760561022668,0.0727752473415736,0.556018571541843,0.325825719999648
"Ciríaco ","RS",111447,54543,4860,32019,20025,0.489407521063824,0.043608172494549,0.287302484589087,0.17968182185254
"Colinas ","RS",61883,21334,13357,13422,13770,0.344747345797715,0.215842800122812,0.216893169368001,0.222516684711472
"Colorado ","RS",146568,74368,6295,45351,20554,0.507395884504121,0.0429493477430271,0.30941951858523,0.140235249167622
"Condor ","RS",280959,103161,40255,105191,32352,0.367174569955047,0.143277132962461,0.374399823461786,0.115148473620706
"Constantina ","RS",227466,51448,21652,110585,43781,0.226178857499582,0.0951878522504462,0.486160569052078,0.192472721197893
"Coqueiro Baixo ","RS",32009,17549,669,4501,9289,0.548252054109782,0.0209003717704396,0.140616701552688,0.290199631353682
"Coqueiros do Sul ","RS",88425,51200,3101,19964,14160,0.579021769861464,0.0350692677410235,0.225773254170201,0.160135708227311
"Coronel Barros ","RS",88333,35747,6763,29722,16101,0.404684545979419,0.076562553066238,0.336476741421666,0.182276159532677
"Coronel Bicaco ","RS",233743,107559,11962,79629,34593,0.46015923471505,0.0511758640900476,0.340669025382578,0.147995875812324
"Coronel Pilar ","RS",34193,16570,2786,5278,9560,0.484602111543298,0.0814786652238762,0.154359079343725,0.279589389641155
"Cotiporã ","RS",124489,24731,52980,27181,19597,0.198660122581112,0.42557977010017,0.218340576275816,0.157419531042903
"Coxilha ","RS",176232,116650,8595,33498,17489,0.661911571110808,0.0487709383085932,0.19007898679014,0.099238503790458
"Crissiumal ","RS",272073,70830,29437,110762,61044,0.26033454256762,0.108195227016279,0.407103975771208,0.224366254644893
"Cristal ","RS",155777,62405,9208,49939,34225,0.400604710579867,0.0591101382103905,0.320580059957503,0.219705091252239
"Cristal do Sul ","RS",50576,26234,1779,8053,14510,0.518704523884847,0.035174786459981,0.159225719708953,0.28689496994622
"Cruz Alta ","RS",2604064,253687,232438,1856886,261052,0.0974196486722293,0.0892597109748455,0.713072336163781,0.100247920174005
"Cruzaltense ","RS",59565,27598,2144,17341,12482,0.463325778561236,0.0359942919499706,0.291127339880802,0.209552589607991
"Cruzeiro do Sul ","RS",272786,51149,47551,126863,47224,0.187505957050582,0.174316130593212,0.465064189511192,0.173117388722295
"David Canabarro ","RS",111507,49534,6118,34247,21609,0.444223232622167,0.0548665106226515,0.307128700440331,0.193790524361699
"Derrubadas ","RS",68961,36524,2730,13126,16581,0.529632690941257,0.0395875929873407,0.190339467235104,0.240440248836299
"Dezesseis de Novembro ","RS",33208,10012,843,7193,15160,0.301493615996145,0.0253854492893279,0.216604432666827,0.456516502047699
"Dilermando de Aguiar ","RS",103302,64957,5696,15299,17349,0.628806799481133,0.0551393003039631,0.148099746374707,0.167944473485509
"Dois Irmãos ","RS",1275218,9300,501106,646527,118284,0.00729287070916502,0.392957125762027,0.506993314084337,0.0927559052648253
"Dois Irmãos das Missões ","RS",91522,58914,2943,15652,14012,0.643714079674832,0.0321562028801818,0.171018989969625,0.153099801140709
"Dois Lajeados ","RS",80648,28781,5210,28402,18255,0.356871838111298,0.0646017260192441,0.352172403531396,0.226354032338062
"Dom Feliciano ","RS",216028,84145,8100,61322,62460,0.38950969318792,0.0374951395189512,0.283861351306312,0.289129186957246
"Dom Pedro de Alcântara ","RS",43580,6575,3180,19740,14086,0.150871959614502,0.072969251950436,0.452960073428178,0.323221661312529
"Dom Pedrito ","RS",1116550,409942,96495,441603,168509,0.367150597823653,0.0864224620482737,0.3955066947293,0.150919349782813
"Dona Francisca ","RS",62986,15053,12744,19862,15328,0.238989616740228,0.202330676658305,0.315339916806909,0.243355666338551
"Doutor Maurício Cardoso ","RS",158882,71599,7093,55051,25139,0.450642615274229,0.0446431943203132,0.346489847811583,0.158224342593875
"Doutor Ricardo ","RS",52610,14710,12222,14874,10804,0.27960463790154,0.232313248431857,0.282721915985554,0.205360197681049
"Eldorado do Sul ","RS",1039572,74625,183444,615776,165726,0.0717843497131512,0.176461082060694,0.592336076770055,0.159417529521765
"Encantado ","RS",657308,30054,216575,321743,88937,0.0457228574732089,0.32948785044454,0.489485903107828,0.13530491033123
"Encruzilhada do Sul ","RS",427316,138501,21015,154023,113777,0.324118450982411,0.0491790618652239,0.360442857276582,0.266259629875783
"Engenho Velho ","RS",47937,20688,2067,14728,10455,0.43156643094061,0.0431190938106264,0.30723658134635,0.218098754615433
"Entre-Ijuís ","RS",262338,99052,12443,109856,40986,0.377573969459247,0.0474311765737331,0.418757480807203,0.156233561283535
"Entre Rios do Sul ","RS",150601,22338,91264,18973,18026,0.14832570832863,0.605998632147197,0.125981899190576,0.119693760333597
"Erebango ","RS",82818,40369,7420,18446,16582,0.487442343451907,0.0895940496027434,0.222729358352049,0.200222173923543
"Erechim ","RS",3742718,56793,1365433,1905765,414726,0.0151742664021174,0.364823906049026,0.509192784495118,0.110808775868233
"Ernestina ","RS",126568,60514,7786,40576,17692,0.478114531319133,0.0615163390430441,0.320586562164212,0.139782567473611
"Herval ","RS",97875,34316,3464,27690,32405,0.350610472541507,0.0353920817369093,0.282911877394636,0.331085568326948
"Erval Grande ","RS",78950,24353,6481,24360,23755,0.30846105129829,0.0820899303356555,0.3085497150095,0.300886637112096
"Erval Seco ","RS",199376,72987,8240,85414,32736,0.366077160741514,0.041328946312495,0.428406628681486,0.16419227991333
"Esmeralda ","RS",159255,89628,7984,42298,19344,0.562795516624282,0.0501334338011365,0.265599196257574,0.121465574079307
"Esperança do Sul ","RS",57551,24876,2402,13532,16741,0.432242706469045,0.0417368942329412,0.235130579833539,0.290889819464475
"Espumoso ","RS",554206,153994,52832,280892,66488,0.277864187684724,0.0953291736285785,0.50683680797393,0.119969830712767
"Estação ","RS",192818,29136,59053,76590,28039,0.151106224522607,0.306262900766526,0.397213953054175,0.145416921656692
"Estância Velha ","RS",1175091,3198,431878,546102,193912,0.0027214913568396,0.367527280865907,0.464731667589999,0.165018709189331
"Esteio ","RS",2623508,690,585787,1679526,357506,0.000263006630816449,0.223283862675471,0.640183296563228,0.136270215299515
"Estrela ","RS",1038933,62492,339198,494271,142973,0.060150173302802,0.326486886064838,0.475748676767414,0.137615226390922
"Estrela Velha ","RS",100216,47884,3418,28388,20526,0.477807934860701,0.0341063303264948,0.283268140815838,0.204817593996967
"Eugênio de Castro ","RS",141578,72875,12087,39698,16919,0.51473392758762,0.0853734337255788,0.280396671799291,0.1195030301318
"Fagundes Varela ","RS",66789,26864,6924,18218,14783,0.402221922771714,0.103669765979428,0.272769468026172,0.221338843222686
"Farroupilha ","RS",2321594,124512,808023,1113383,275677,0.0536321165544018,0.348046643814552,0.479576963069339,0.118744707300243
"Faxinal do Soturno ","RS",145499,15685,15790,84484,29541,0.10780142818851,0.10852308263287,0.580650038831882,0.203032323246208
"Faxinalzinho ","RS",51008,23543,2462,11905,13098,0.461555050188206,0.0482669385194479,0.233394761606023,0.256783249686324
"Fazenda Vilanova ","RS",106953,29305,27890,28721,21038,0.273998859312034,0.260768748889699,0.268538516918646,0.196703224780979
"Feliz ","RS",319918,22982,69869,171679,55387,0.0718371582718071,0.218396589125964,0.536634387561813,0.17312873923943
"Flores da Cunha ","RS",1071315,86478,442434,418826,123577,0.0807213564637852,0.412982176110668,0.390945706911599,0.115350760513948
"Floriano Peixoto ","RS",49257,25108,2387,10662,11101,0.509734657003066,0.0484601173437278,0.216456544247518,0.225368983088698
"Fontoura Xavier ","RS",155633,37184,8431,67287,42730,0.238921051447958,0.0541723156399992,0.432344040145727,0.274556167393805
"Formigueiro ","RS",164679,56798,16062,60995,30825,0.344901292818149,0.0975352048530778,0.370387238202807,0.187182336545643
"Forquetinha ","RS",38552,15149,3474,7292,12637,0.392949782112471,0.0901120564432455,0.189147125959743,0.32779103548454
"Fortaleza dos Valos ","RS",228576,112076,8007,81697,26797,0.490322693546129,0.035029924401512,0.357417226655467,0.117234530309394
"Frederico Westphalen ","RS",841429,58303,159892,497458,125776,0.0692904570676789,0.190024351430721,0.591206150489227,0.149479041012373
"Garibaldi ","RS",1383370,35652,627600,572480,147637,0.025771847011284,0.453674721874842,0.413829994867606,0.106722713373862
"Garruchos ","RS",102385,58184,3744,21662,18794,0.568286370073741,0.036567856619622,0.211573961029448,0.183562045221468
"Gaurama ","RS",172615,44075,45877,57435,25228,0.255337021695681,0.265776438895809,0.332734698606726,0.146151840801784
"General Câmara ","RS",133921,52633,5876,40224,35187,0.393015285130786,0.0438766138245682,0.30035618013605,0.262744453819789
"Gentil ","RS",89429,45593,3231,30232,10373,0.509823435350949,0.03612921982802,0.33805588791108,0.115991456909951
"Getúlio Vargas ","RS",416200,61021,68532,218269,68377,0.146614608361365,0.164661220567035,0.524432964920711,0.164288803459875
"Giruá ","RS",561711,175885,65163,242485,78177,0.313123652554427,0.116008053963693,0.431689961563865,0.139176551643105
"Glorinha ","RS",302990,17926,162967,82394,39703,0.0591636687679461,0.537862635730552,0.271936367536882,0.131037327964619
"Gramado ","RS",1461197,12051,274367,988564,186215,0.00824734789354208,0.187768658161767,0.676543956769689,0.127440037175001
"Gramado dos Loureiros ","RS",42673,22155,1462,6658,12398,0.519180746607925,0.0342605394511752,0.156023715229771,0.290534998711129
"Gramado Xavier ","RS",64719,33034,2296,9548,19840,0.510421978089896,0.0354764443208331,0.147530091626879,0.30655603454936
"Gravataí ","RS",7748877,13354,3532773,3106588,1096162,0.00172334649265952,0.45590773992154,0.400908157401389,0.141460756184412
"Guabiju ","RS",66522,36723,2101,17881,9817,0.552042933164968,0.031583536273714,0.268798292294279,0.147575238267039
"Guaíba ","RS",3605622,51159,1181321,1953016,420126,0.014188675351992,0.327633068580123,0.541658554335424,0.116519701732461
"Guaporé ","RS",670915,47470,214936,306885,101625,0.0707541193742874,0.320362490032269,0.457412637964571,0.15147224313065
"Guarani das Missões ","RS",232374,51737,58764,84811,37062,0.222645390620293,0.252885434687185,0.364976288225017,0.159492886467505
"Harmonia ","RS",118070,15175,28606,51988,22300,0.128525451003642,0.242280003387821,0.440315067332938,0.188871008723639
"Herveiras ","RS",52088,26615,1968,8079,15427,0.510962217785286,0.0377822147135617,0.155102902779911,0.296171863001075
